nonce,t,rt_price_mean,da_price_mean,soc_frac_mean,desired_action_sum,final_action_sum,n_curtailed,min_line_headroom_frac,costate_mean,cum_profit
56,16,29.136696857740958,32.33514526476286,0.6084358357956806,-478.20834965271604,-214.55794013740652,13,0.0,37.52716702502835,345.1544936679653
56,17,37.58489727517487,32.852466828317,0.6350963848669198,-364.4613892221866,-111.80704748109771,15,-2.06020717064949e-16,38.27438966260793,-1034.7482148743484
56,18,43.871789300290644,33.66374689804534,0.645478427260491,185.5135615262496,57.44964303764318,15,0.0,38.956849281133614,-1384.8063228800042
56,19,32.649990953201595,34.377366114294226,0.639475057299489,-405.9404607983746,-34.759010715861194,15,0.0,39.71721218554494,-288.593098842505
56,20,35.71390130023191,34.43335552344976,0.6402512317428337,-353.9012921568391,42.212768115967414,17,1.6923490211554e-16,40.71092367787089,-349.26133041440573
56,21,35.25725358598336,34.87152985717925,0.6345424397101924,-379.0912759113203,-184.06939708817492,8,-3.3846980423108e-16,41.211598939183276,363.99982499199393
56,22,45.75910631758736,35.48475563105019,0.6657918987338605,41.89611073700429,88.42916909103309,9,-7.783914992094615e-16,42.3238439669595,-821.2354141720417
56,23,35.377056191364034,36.3405179669268,0.6494413169606974,-386.69223202473336,-50.99008009663788,16,3.3846980423108e-16,43.32879805053746,861.4966787861894
56,24,40.254799544153464,36.9777935679718,0.6521913585881395,-339.90708674657367,-47.91911215934737,13,-3.3846980423108e-16,44.44019354704121,647.090655359397
56,25,47.47335077027968,38.04608265729225,0.6535058747504905,-236.09323390256708,0.6502470372524485,14,0.0,45.56654391105783,586.5675179812507
56,26,38.8689969122445,38.781028189069694,0.6482215848793736,-393.80051263057044,-149.37390642593573,14,-3.3846980423108e-16,46.33357599188371,1704.4579794053875
56,27,36.7948576000586,39.570643780482996,0.6651899358538137,-415.00604522109984,-127.63143588385589,12,-3.3846980423108e-16,47.28378777754101,570.409560741235
56,28,41.201962787253265,40.272708775305766,0.6844527044627392,-394.99702346784807,-79.86190159509485,13,0.0,48.35643493304786,151.25440346027426
56,29,41.77982169937318,40.98971113771354,0.696055661347206,-426.5214642636229,-41.8036877509075,17,-3.3846980423108e-16,49.597022242877486,-400.93795791920195
56,30,46.159883431262166,42.839929439234076,0.7034862355938143,-283.46027730588554,22.46603357346608,16,-3.3846980423108e-16,50.720113757711225,-681.4101515637508
56,31,33.81517358304406,44.10606614928274,0.70416054989678,-496.343161781449,-189.49846247489293,11,-3.2418935092632556e-16,51.2711685771554,-52.30498269437123
56,32,36.9518263227318,45.27682176872278,0.7318688030063348,-432.2038907466133,-167.35516365236938,12,0.0,51.79688773989292,-1487.8086756702637
56,33,45.32186527454728,46.57977860461392,0.7585169718497051,-403.95037963497043,18.52576027439349,18,0.0,52.87787658040079,-2345.247081197482
56,34,42.947699291397,47.54898029775463,0.757340677095316,-370.5561201990388,-70.04654937502167,11,-3.3846980423108e-16,53.52680905236552,-1891.879282280386
56,35,48.67038844942925,48.55824664796716,0.7674157545033415,-381.77828151072663,-188.65131749474125,12,-1.6923490211554e-16,54.11093630250192,-1420.9120051955238
56,36,41.05353656497869,49.757099065066356,0.7947482082044612,-421.599961688117,-91.47501163417044,11,1.6923490211554e-16,54.93651701320657,-3561.9769240998053
56,37,54.44739135420807,50.51613391084899,0.8051376158217473,-71.10900813452372,44.729484591417375,5,0.09507854758552864,55.957953239860124,-4002.422003121961
56,38,50.747642071206414,50.89683686299926,0.802119523716484,-338.5231663422837,-185.96099534556456,10,0.0,56.58195099519871,-3109.391363881129
56,39,54.621143942170534,52.07988915763453,0.8261223334377833,-194.8413159159229,-17.994319363203637,12,0.0,57.417917628935506,-5262.929205669976
56,40,54.42934842410748,54.403075883341614,0.8304639952477325,-215.0215590635438,-165.8183403118095,3,0.36454354540511613,57.69854432537949,-5191.788831509021
56,41,65.52992938691997,54.90667038436006,0.855813278817003,229.52105895573743,132.76179637594498,9,-3.3846980423108e-16,58.94682812271433,-7155.390848675888
56,42,55.23916227125337,56.00382717754975,0.8354760580455075,-264.59077086324663,-173.75440162671964,6,0.05711929888317167,59.20482296461593,-4355.872155742827
56,43,55.3178925364533,57.569532053234425,0.8607951137880588,-306.2303375548618,-195.77722227762774,8,-5.837936244070962e-16,59.24853899567226,-6178.8001943509535
56,44,52.8927103642254,59.12790773199889,0.8862489166786045,-341.85303090232856,-71.15843502833313,12,-1.8807432475181492e-16,59.67282874004786,-7850.549653831777
56,45,68.72108063322126,59.35279995766624,0.895664840314021,428.8189465611992,129.45092019905607,16,3.3846980423108e-16,60.398416097214636,-7966.8762505724935
56,46,68.16098139858981,60.6201406716119,0.8755417904806023,402.219166345857,219.50079228502588,11,-1.6923490211554e-16,60.71948048284262,-5523.412923366858
56,47,66.9294593616366,61.006529156140346,0.8419900734077046,311.4383776329031,69.21960830740844,13,1.6923490211554e-16,60.97522460634322,-1558.81936918164
56,48,66.5604121818886,61.79437397280541,0.8358297563228367,311.43134019411775,214.74193752587354,10,-1.6923490211554e-16,61.49861345908123,-234.7062925162743
56,49,51.4250838295049,62.47556707243025,0.8021025143511477,-435.89452940197,-221.68879378528422,11,1.6923490211554e-16,61.237035663419746,3623.3439674987158
56,50,47.94653234648597,63.16712448719835,0.8316844437208359,-434.08202276685256,-161.9097342053508,15,-3.2418935092632556e-16,61.04348075691443,846.1260576449013
56,51,73.16952853110158,63.91845486872425,0.853333620036034,496.343161781449,220.74099953564144,12,0.0,61.20346097219781,-918.2212054929983
56,52,67.5898798048802,65.45946429303363,0.8242298855724115,311.2452312209924,216.62024405728826,10,-1.6923490211554e-16,61.103787897468045,3370.8539650072503
56,53,63.16155934516261,65.92718804160026,0.7875948534082851,-122.1229874622259,-30.37403497236781,5,0.2783551576586758,60.889380082090575,7378.022296075614
56,54,74.47342459614039,66.67304828931857,0.7839538994609165,496.343161781449,126.95358837393603,15,-1.9778036747672815e-16,60.53234666154593,8080.29783304637
56,55,76.79098041651989,66.9923529766296,0.7664360711908351,496.343161781449,170.4715116650047,11,1.6209467546316278e-16,60.25353091483438,10866.701104210397
56,56,63.27165601445144,67.58214164913454,0.7435559726080345,210.49457550825315,73.85410442692304,13,-2.1648558290686606e-16,59.74935205367747,14485.12115550916
56,57,61.73274395169752,67.60265518265201,0.7353866081057683,63.081374095622586,14.849997672815217,3,0.0,59.26745695976666,15926.07528261881
56,58,67.53409067025666,67.62486058978362,0.729568584962531,425.17420720489645,51.21727021134143,12,-1.6923490211554e-16,58.5514783937236,16529.39236172314
56,59,66.30134755792565,67.02255344388256,0.7201628777870834,322.5587244768809,66.49228798270752,13,0.0,58.04587906760247,17750.616701089093
56,60,75.98926622796753,67.16403493967996,0.7132094059906552,362.2109676658191,193.94239265227003,8,0.0,57.6244491291673,19631.35218443544
56,61,73.8563499966112,66.49920892181592,0.6833938825451603,433.13400539875147,180.35749788083868,11,-7.783914992094615e-16,57.17716976310187,25119.701609435586
56,62,59.740956360116435,66.28577695823036,0.6510204877447289,-151.10844277571601,-70.86880370548258,4,0.12739612964966562,56.15274176113542,29095.539501696032
56,63,78.39226132343589,65.4720717138409,0.6613514910342025,496.343161781449,219.7531810413622,13,-3.3846980423108e-16,55.87621169199355,29519.1312028585
56,64,41.34586969914568,65.22715887605995,0.6294968459355104,-402.5202982918545,-213.282240352089,9,0.0,54.38430929143912,34119.88046162098
56,65,67.42307821987056,65.05988559073073,0.6640493321257934,439.4450148464622,156.96675434674864,13,0.0,53.77515590222978,32440.801987701296
