seed,nonce,scenario,baseline,profit_policy_v6,profit_policy_v8,profit_policy_v9,profit_policy_v10,profit_policy_v11,q_policy_v6,q_policy_v8,q_policy_v9,q_policy_v10,q_policy_v11,best,gain_over_v11,n_tied,error
123,8,DENSE,15615.735007592542,411282.5579454132,411282.5579454132,610660.0528373551,616649.9962472293,616649.9962472293,10.0,10.0,10.0,10.0,10.0,policy_v6,0.0,5,
123,3,DENSE,23040.370408430237,403933.6591293572,403933.6591293572,629299.6213825991,639007.5378924712,639007.5378924712,10.0,10.0,10.0,10.0,10.0,policy_v6,0.0,5,
123,17,MULTIDAY,13701.425302028736,221977.73009423199,221977.73009423199,303889.30137423775,316335.0045512251,316335.0045512251,10.0,10.0,10.0,10.0,10.0,policy_v6,0.0,5,
123,25,BASELINE,19396.254323025325,39646.746961711804,40024.71949524224,40024.71949524224,40024.71949524224,40214.52532190796,1.0440414061596957,1.0635282888957227,1.0635282888957227,1.0635282888957227,1.073313983777575,policy_v11,0.0,1,
123,14,CAPSTONE,36923.02300503166,774977.0992568302,774977.0992568302,774977.0992568302,774977.0992568302,774977.0992568302,10.0,10.0,10.0,10.0,10.0,policy_v6,0.0,5,
123,26,CONGESTED,1334.1769609593007,80232.18874702089,80617.29947187036,80617.29947187036,80617.29947187036,81489.49612028533,10.0,10.0,10.0,10.0,10.0,policy_v6,0.0,5,
123,30,BASELINE,36169.66231269726,52386.5006782378,52798.534560174936,52798.534560174936,52798.534560174936,53650.55610131024,0.4483547074587783,0.45974640579324416,0.45974640579324416,0.45974640579324416,0.4833026539480037,policy_v11,0.0,1,
123,13,DENSE,22309.35378566021,456884.34447394137,456884.34447394137,641281.5331023046,645276.983360445,645276.983360445,10.0,10.0,10.0,10.0,10.0,policy_v6,0.0,5,
123,31,CONGESTED,7211.369548567652,91775.17466815401,97229.67298526614,97229.67298526614,97229.67298526614,96251.24398819813,10.0,10.0,10.0,10.0,10.0,policy_v6,0.0,5,
123,22,MULTIDAY,8260.375235173868,247626.1298681902,247626.1298681902,374425.52101952286,405862.77712028625,405862.77712028625,10.0,10.0,10.0,10.0,10.0,policy_v6,0.0,5,
123,19,CAPSTONE,20895.51601888233,742898.9002022031,742898.9002022031,742898.9002022031,742898.9002022031,742898.9002022031,10.0,10.0,10.0,10.0,10.0,policy_v6,0.0,5,
