seed,scenario,nonce,baseline,O0,O1,O4,OF,OA,OT,OV
42,BASELINE,95,30953.164022291945,0.38524586115466447,0.38524586115466447,0.42962516166948256,0.4685987224618246,0.38524586115466447,0.4054849658600384,0.43270175471517125
42,BASELINE,55,33865.39521049986,0.4584399975476791,0.4584399975476791,0.49303441655977254,0.5206245769163238,0.4584399975476791,0.46812215781016636,0.5054410926464339
42,BASELINE,0,30227.6499516274,0.48093523574965513,0.48093523574965513,0.570819370212386,0.6238920536143145,0.48093523574965513,0.5172177977763158,0.5989982638170057
42,BASELINE,10,39843.78418341625,0.5460769782084236,0.5460769782084236,0.6005288554840192,0.6258260553124285,0.5460769782084236,0.5573457926672456,0.5991316421234378
42,BASELINE,80,35447.01710752677,0.644681675214748,0.644681675214748,0.681733908975895,0.705953424021764,0.644681675214748,0.6511132620082433,0.681176446791077
42,BASELINE,35,28626.640730539126,0.641867243754248,0.641867243754248,0.7475183897870757,0.8133850241476268,0.641867243754248,0.7083915801256493,0.7643147238106428
42,BASELINE,75,21713.300543695157,1.0204989161902802,1.0204989161902802,1.177735784727751,1.2457736373620105,1.0204989161902802,1.0301555063734944,1.2042084699883249
42,BASELINE,5,16334.1934253334,1.307632387424924,1.307632387424924,1.4418600074766499,1.5451636866623062,1.307632387424924,1.3466916373929667,1.4662024695768912
42,BASELINE,25,15532.435120144839,1.394595053694745,1.394595053694745,1.4863584569399535,1.5490795044691368,1.394595053694745,1.401415705099434,1.4818277581972132
42,BASELINE,70,19792.5863532023,1.396118316849071,1.396118316849071,1.4770829723728498,1.5829513628783196,1.396118316849071,1.4018217233636936,1.4963376595837354
42,BASELINE,45,6848.631128574558,5.522998008097701,5.522998008097701,5.602117495153239,6.046198992950469,5.522998008097701,5.549255892748114,5.624934213591594
42,BASELINE,50,5956.717075153195,6.959307231329294,6.959307231329294,7.226770372103,7.399323941383663,6.959307231329294,7.041754205568725,7.240056113848635
